total_exhibited_artworks
10
4
2
15
3
3
7
3
7
11
2
11
7
2
4
7
118
6
6
18
15
2
97
26
44
2
9
6
19
13
15
6
4
6
6
11
15
8
170
23
5
5
43
37
30
4
4
120
83
25
67
6
15
12
10
4
12
6
58
17
109
58
24
36
27
3
23
7
5
16
18
3
9
7
2
3
6
6
14
9
3
14
3
8
4
9
3
88
80
27
112
9
7
5
62
47
8
10
4
17
17
4
9
13
20
19
4
157
8
12
11
5
5
8
28
29
23
60
8
16
3
6
10
9
7
8
10
18
38
16
6
22
4
8
3
12
2
20
3
18
7
5
11
1
6
6
8
24
18
12
4
10
12
6
16
16
8
3
1
26
20
10
8
19
19
4
11
3
4
53
80
30
4
5
14
5
6
6
1
62
10
6
41
9
20
8
23
10
2
17
3
10
2
26
11
4
15
1
19
73
34
4
74
29
5
110
20
28
53
2
11
28
20
24
224
170
309
34
237
29
60
106
489
48
15
9
2
2
3
50
25
71
3
2
13
38
49
22
84
25
1
50
2
7
26
7
7
5
37
6
28
78
28
62
7
38
2
4
49
136
122
8
12
1
8
5
9
5
13
11
247
8
6
405
40
43
68
14
1
3
5
62
44
17
41
13
29
132
138
16
5
7
15
73
10
27
3
5
11
38
10
1
3
2
7
3
154
12
13
82
214
3
13
1
22
96
3
2
15
15
33
13
4
30
25
1
24
9
27
12
2
16
30
27
25
8
10
49
10
13
122
20
6
123
15
16
15
14
43
16
13
31
35
9
15
17
9
14
58
19
19
12
4
78
7
9
71
5
42
12
39
39
4
79
80
11
215
72
2
10
2
18
1
1
5
27
3
28
7
2
11
2
7
19
2
1
13
5
8
9
6
4
6
5
10
2
4
3
23
140
10
3
3
137
11
4
19
5
1
6
18
1
10
1
11
15
5
6
7
12
13
5
11
5
9
32
49
29
15
13
14
4
3
4
24
6
27
7
1
1
4
2
1
11
6
47
3
5
6
1
8
24
14
3
6
7
1
2
27
5
9
1
11
3
7
7
8
4
17
6
4
6
1
4
8
4
3
14
17
7
21
4
8
6
8
2
3
12
11
8
1
3
5
3
5
2
2
4
31
63
9
11
1
11
26
17
4
6
13
4
4
51
3
9
1
10
1
2
10
1
1
2
10
4
25
1
9
4
1
3
13
5
37
8
6
12
1
2
3
1
5
9
2
4
1
3
4
6
15
8
3
14
2
8
2
2
19
4
26
81
120
154
68
364
57
61
132
21
8
10
5
20
29
14
3
17
3
18
33
3
3
27
63
10
9
9
25
16
39
28
8
16
24
44
14
15
25
88
33
11
16
9
11
23
27
16
9
20
32
14
9
4
5
11
24
6
8
20
11
22
4
40
3
20
19
2
15
123
25
16
12
117
6
2
10
17
80
12
5
63
72
83
44
20
37
16
30
30
14
32
8
20
6
53
27
12
2
23
4
46
4
77
12
28
12
3
118
17
53
77
38
41
10
3
6
4
37
7
12
24
21
6
2
5
4
5
51
6
2
15
18
40
18
15
1
5
1
8
38
21
121
7
25
18
101
78
44
73
29
19
11
10
41
26
73
61
41
2
195
15
5
100
9
52
61
8
39
20
13
6
26
89
31
87
11
2
1
3
9
66
5
5
103
3
44
21
10
159
83
13
97
24
7
26
4
12
6
1
1
31
25
1
1
10
250
242
12
45
3
44
6
74
8
69
171
95
18
64
66
15
99
29
73
59
8
5
530
31
148
80
57
312
38
23
52
48
39
19
10
136
101
50
21
26
27
38
24
23
29
25
48
11
140
29
2
2
10
4
16
9
39
4
5
4
3
38
3
6
11
111
4
4
12
22
11
6
7
14
21
9
4
5
11
3
2
3
4
3
7
3
6
5
23
7
5
7
11
7
3
6
10
2
10
14
2
5
7
4
2
5
7
13
1
4
7
4
7
1
5
2
1
14
1
1
1
1
1
3
3
2
1
1
1
3
1
1
2
1
1
1
1
1
1
65
2
1
3
6
7
7
4
3
7
1
7
3
3
16
2
2
8
7
1
7
4
2
4
14
2
9
42
5
3
1
80
3
22
13
33
46
36
137
9
1
79
17
1
56
9
1
9
5
10
20
1
6
14
6
6
63
2
1
1
41
6
61
4
64
5
5
15
3
3
43
5
4
29
3
15
37
21
5
88
7
4
17
5
10
8
3
5
90
54
2
17
11
3
3
30
29
3
106
1
1
35
24
2
97
1
1
136
11
29
36
2
1
53
46
23
33
18
88
13
41
52
14
20
28
20
1
3
10
13
113
3
1
17
45
6
57
20
6
127
12
5
5
10
4
35
5
6
11
2
24
2
9
22
34
41
5
15
2
1
3
129
3
14
4
2
1
10
25
21
17
11
36
27
60
11
24
53
4
16
1
19
11
15
7
90
3
12
13
67
89
50
134
252
66
42
73
34
31
22
42
3
23
38
26
17
23
11
5
10
14
24
39
29
5
23
14
22
21
4
22
10
55
15
9
26
9
10
21
17
119
22
53
34
12
10
11
10
9
14
3
17
23
3
3
114
62
108
11
37
13
28
30
41
39
20
2
12
7
4
47
13
11
58
25
5
17
273
40
3
123
6
20
6
10
41
37
3
13
3
4
35
15
15
16
5
4
10
9
3
19
2
11
4
5
14
3
2
5
5
5
9
10
2
2
10
7
11
3
23
8
19
22
10
2
2
8
24
19
4
2
10
7
26
28
20
1
54
15
45
3
1
6
6
7
24
1
1
3
6
14
27
4
2
2
2
2
1
8
1
11
3
4
5
7
6
1
3
61
5
2
12
11
4
42
2
8
14
9
2
16
5
6
7
3
2
5
3
3
5
3
12
8
2
8
13
4
6
2
3
5
3
7
39
19
3
5
4
6
3
3
3
4
5
5
2
10
4
7
8
7
5
4
9
4
2
6
8
6
4
12
4
6
8
7
3
36
8
6
8
7
20
7
4
33
2
8
8
8
7
12
35
1
39
25
28
26
11
22
7
7
1
12
16
2
10
12
19
13
45
6
12
11
4
5
7
12
2
1
21
1
2
7
5
125
1
6
3
12
1
12
9
7
8
17
5
6
175
5
25
2
24
4
17
44
9
6
1
69
50
14
8
70
1
54
105
120
39
25
80
33
24
10
25
12
20
145
56
52
3
19
42
80
132
31
80
7
5
13
89
13
17
18
6
30
81
7
12
9
62
19
36
21
2
4
218
9
3
14
2
6
8
5
17
14
20
25
28
1
30
5
4
10
11
80
10
6
4
2
7
8
10
25
3
10
9
5
4
4
2
47
12
2
2
190
14
84
19
81
37
23
3
17
33
9
4
24
11
8
8
4
1
2
2
1
8
9
2
4
7
20
32
89
17
7
9
4
56
5
26
5
4
4
2
10
10
64
4
79
2
47
113
8
3
1
5
7
3
1
1
11
1
29
6
7
6
3
1
1
6
5
19
7
26
14
14
1
1
1
1
1
3
7
2
1
1
9
1
1
1
2
5
4
2
3
2
2
2
3
4
4
1
1
2
3
2
74
308
9
51
18
13
20
42
18
9
38
6
19
16
4
31
103
1
193
8
9
3
2
4
2
2
21
2
4
4
1
16
19
293
6
77
6
22
9
46
5
4
158
9
51
45
23
11
1
2
4
3
1
2
3
8
3
1
3
1
1
1
1
2
4
1
1
1
5
4
1
8
1
2
5
6
3
2
5
1
2
3
1
3
3
2
8
2
2
5
6
2
2
7
5
3
3
8
17
1
1
6
5
1
1
4
4
1
11
1
1
2
4
24
2
2
3
2
1
1
2
1
2
1
1
1
40
4
3
17
1
4
4
6
3
61
86
36
9
32
51
49
3
22
10
10
7
9
13
9
6
6
4
2
39
12
64
58
60
6
1
12
73
1
6
1
1
1
1
6
5
18
7
49
14
11
12
34
8
2
3
2
3
12
6
47
10
19
20
14
12
44
7
26
26
23
22
21
176
20
152
58
47
7
5
3
5
6
15
12
59
33
25
13
5
2
1
8
10
8
2
10
24
4
6
17
7
13
65
4
6
3
96
1
39
14
9
6
93
2
3
1
3
3
7
2
2
7
38
10
5
1
3
20
2
7
1
16
1
28
1
1
2
2
2
1
6
5
8
4
2
6
52
1
4
7
5
7
7
8
46
3
6
3
2
11
20
3
64
12
22
51
3
5
1
2
1
6
1
1
2
2
9
5
1
3
8
2
216
7
323
3
1
22
14
13
23
138
5
17
16
16
12
8
19
8
10
9
16
2
7
44
2
5
2
24
4
5
9
2
2
6
2
1
17
14
3
2
1
2
27
2
2
1
4
3
7
9
50
4
2
2
1
8
56
6
5
11
54
6
10
1
3
4
50
2
9
11
7
48
2
3
44
16
19
5
3
3
15
5
2
13
3
22
1
1
25
10
17
11
1
12
32
49
53
5
16
21
3
3
4
1
10
1
1
4
1
1
2
1
3
2
8
13
48
4
11
2
7
46
3
2
6
2
13
13
4
2
1
1
2
1
2
12
8
3
132
6
2
3
2
16
1
3
1
2
36
1
5
3
2
12
59
2
3
4
67
3
14
12
1
3
1
14
2
3
11
1
5
21
21
2
2
87
8
1
12
1
3
101
9
2
1
11
7
31
12
7
48
7
20
6
39
4
16
1
2
11
1
7
1
3
1
2
1
1
4
1
1
4
3
5
5
18
4
1
2
22
2
2
2
18
5
1
4
2
1
2
2
2
2
9
12
2
18
1
1
1
2
2
1
1
3
13
1
5
5
5
1
2
26
14
6
1
5
2
9
1
1
9
4
13
1
6
9
2
27
8
5
4
6
3
8
6
7
11
4
6
10
177
5
14
3
6
18
4
10
14
1
3
3
5
9
31
16
10
13
54
10
19
13
16
16
16
25
11
14
20
33
15
7
12
10
1
30
14
23
8
2
9
43
10
9
4
1
23
1
4
14
5
1
6
4
9
7
36
2
4
5
11
13
4
9
1
6
12
4
31
14
20
25
16
4
8
4
20
11
53
16
30
2
47
5
13
104
142
8
3
4
4
19
1
6
3
4
5
3
2
7
2
12
4
4
1
33
5
1
1
3
14
1
8
4
3
29
2
5
6
6
5
2
11
2
46
10
3
15
12
2
9
7
25
6
12
1
4
2
3
6
1
17
11
2
1
2
2
1
1
17
14
5
1
1
8
3
5
3
4
7
2
3
15
1
4
1
9
57
12
10
32
9
1
13
1
14
9
5
28
22
6
8
1
7
40
102
14
2
4
1
3
7
9
6
9
12
39
10
2
13
207
15
42
38
5
1
6
20
57
16
15
21
10
5
22
8
9
16
25
10
26
24
17
21
3
33
96
16
2
3
69
19
6
11
34
29
26
1
1
4
16
9
5
7
3
9
2
15
3
32
42
11
11
2
19
1
20
1
6
5
9
4
77
4
2
6
48
5
5
7
2
2
27
2
6
26
3
3
3
1
1
1
2
10
1
1
9
15
15
8
1
1
3
24
12
11
6
1
1
5
1
4
6
4
2
2
4
1
1
1
2
5
7
8
2
4
11
15
11
3
1
1
6
1
13
8
3
23
7
6
9
3
1
2
4
9
12
9
13
5
2
4
3
6
3
4
6
16
6
14
1
1
4
1
4
5
1
10
50
13
1
51
5
29
8
9
4
3
6
22
1
9
3
9
4
3
7
2
7
3
7
5
5
10
25
19
8
1
1
21
17
5
3
5
125
3
5
6
2
7
1
6
2
11
6
1
24
4
3
6
13
4
7
8
4
3
5
3
1
3
3
1
4
2
7
56
5
7
1
21
6
10
1
20
25
8
12
9
130
24
11
9
22
12
7
16
28
4
4
11
10
19
1
2
19
3
1
1
18
1
2
35
1
16
1
1
4
37
36
17
57
15
8
8
218
6
20
4
1
5
1
5
5
3
1
11
9
8
13
1
1
5
2
1
5
14
2
2
4
2
1
1
2
10
1
1
1
2
3
1
2
2
4
10
1
11
6
6
8
2
2
1
5
1
167
9
7
1
4
7
15
3
3
1
2
12
2
9
1
3
1
2
9
4
3
1
1
13
3
5
1
5
2
2
3
7
7
2
5
1
6
1
1
16
8
37
1
1
5
2
2
3
7
1
1
5
1
7
7
25
8
1
5
4
7
8
23
2
1
1
1
21
3
3
12
8
25
2
1
11
1
3
1
1
5
22
4
13
18
2
1
12
6
2
3
4
4
10
2
21
21
2
1
6
3
2
6
5
1
11
10
16
1
3
5
22
17
67
1
11
6
5
5
3
3
15
2
4
3
12
9
3
23
2
1
15
15
1
1
1
1
1
2
2
1
15
27
2
12
10
2
6
1
2
7
1
59
3
1
1
1
1
2
1
1
8
2
13
3
1
1
114
213
130
79
143
65
160
78
61
24
24
57
72
142
63
9
10
76
16
88
123
65
8
23
107
575
49
23
16
12
43
15
2
2
15
10
5
16
9
9
36
6
2
5
24
2
1
1
2
1
13
1
34
1
8
2
1
3
3
2
3
3
1
8
7
2
3
4
37
65
4
2
1
1
1
9
1
6
2
1
2
1
4
1
2
1
3
10
6
6
6
30
3
3
1
2
2
1
1
1
2
1
1
1
1
2
6
6
1
1
8
4
2
2
8
31
1
13
3
8
4
4
5
12
2
4
10
1
2
1
1
1
2
1
1
1
1
15
5
8
1
1
2
3
2
1
9
16
2
1
4
2
9
29
5
3
4
5
1
3
1
2
1
5
2
3
16
4
3
6
16
1
5
75
6
60
5
132
16
25
87
7
43
61
14
117
22
2
14
1
4
10
2
2
1
3
1
4
1
3
2
14
2
2
5
2
10
2
2
4
2
12
1
4
2
2
1
1
4
2
5
5
5
1
1
5
1
1
2
1
1
3
6
1
4
4
1
2
12
5
2
1
3
9
3
3
4
3
1
3
4
2
1
2
4
6
1
2
2
1
3
3
2
1
7
2
1
2
3
3
1
14
3
16
2
3
47
33
14
14
46
33
10
6
13
26
7
11
10
17
3
1
1
1
2
1
1
3
1
1
2
2
7
1
5
4
10
2
8
12
11
16
11
4
1
16
2
4
6
1
3
1
3
2
2
3
2
3
4
11
7
1
6
2
1
1
1
1
1
3
14
1
1
5
10
3
5
4
4
6
1
2
39
1
51
11
8
4
3
14
12
5
9
2
1
3
1
1
8
2
25
2
2
1
2
1
2
1
6
10
12
2
1
5
9
1
2
21
3
126
184
36
3
2
17
3
18
1
2
1
3
1
3
6
4
1
8
1
22
1
98
1
14
1
2
1
2
41
1
8
1
1
1
14
8
1
2
8
4
5
1
2
1
1
3
7
1
12
2
5
3
8
18
3
2
8
1
1
1
4
2
2
1
2
2
3
1
2
3
2
9
2
1
4
1
1
2
10
12
2
19
3
5
2
1
21
3
1
9
3
3
3
20
1
51
20
6
6
8
4
2
2
1
1
1
5
1
1
2
1
1
49
1
1
1
15
1
1
1
1
11
2
5
3
6
6
1
2
1
5
1
1
6
1
1
8
6
28
3
1
3
15
2
1
3
1
1
4
9
2
9
2
1
1
2
1
1
13
2
6
2
7
9
1
6
6
2
1
2
1
1
6
5
6
9
1
1
1
1
1
66
2
2
3
14
1
48
8
1
1
1
1
2
2
2
4
1
2
8
5
2
1
2
1
1
2
8
1
1
1
107
1
3
3
1
2
2
9
3
3
10
15
7
15
16
1
2
16
1
1
1
2
55
1
1
6
3
71
2
1
2
2
7
10
3
1
1
11
1
5
1
27
14
16
4
2
47
2
8
1
1
2
16
6
5
1
3
7
4
1
5
1
8
2
4
18
21
4
5
10
1
1
5
14
2
1
3
11
12
13
1
1
4
3
1
3
21
13
2
13
1
2
3
1
16
2
7
1
3
5
2
4
4
2
4
2
4
2
3
7
2
2
2
2
8
1
1
2
2
2
6
1
1
1
1
1
7
4
1
15
6
2
1
18
4
1
10
1
1
1
4
2
1
1
2
12
2
1
1
2
1
1
1
2
1
21
1
2
3
1
1
2
2
1
1
1
3
1
1
1
4
2
2
3
1
4
1
1
3
3
7
7
1
25
3
2
3
1
5
1
2
1
3
10
3
1
2
4
1
8
31
1
2
29
1
1
11
1
1
1
2
2
2
11
1
3
1
3
37
1
1
6
1
2
5
33
2
25
15
2
5
4
1
3
1
3
17
1
2
8
1
9
26
6
1
1
1
7
6
1
1
2
2
11
8
5
2
1
3
1
2
1
5
6
10
15
2
2
3
2
1
2
1
1
8
2
1
3
5
1
10
1
3
1
2
1
4
1
2
2
7
20
1
4
8
84
3
3
5
1
2
1
20
3
2
1
1
6
3
2
1
7
2
4
3
5
3
4
2
3
5
3
9
1
3
5
5
114
6
3
3
2
2
10
11
5
1
1
5
36
9
46
3
15
3
4
12
4
5
7
5
6
3
107
1
1
3
3
6
8
31
33
10
5
15
2
2
7
5
1
3
8
2
1
1
3
1
1
4
2
2
21
14
25
6
22
76
3
31
116
40
32
43
3
79
15
9
2
15
6
1
4
2
2
3
1
1
1
4
1
3
22
6
15
13
5
2
5
210
2
4
5
1
1
3
6
2
12
7
46
11
32
36
10
126
10
20
3
44
4
1
1
3
1
1
2
4
1
1
1
3
1
6
1
2
2
2
1
1
1
3
2
3
3
9
2
6
127
57
41
9
31
11
3
2
7
7
7
6
4
30
10
13
13
8
3
9
17
14
4
8
41
7
11
6
5
13
16
24
23
11
14
9
6
6
62
70
6
28
25
2
2
1
1
1
1
1
2
1
2
2
1
42
20
56
15
23
16
8
59
12
37
35
13
102
14
18
17
34
7
12
28
25
11
12
14
12
4
10
15
18
124
2
16
5
2
11
66
5
3
2
15
27
12
1
21
4
3
13
14
3
1
27
25
4
10
8
9
11
7
8
11
7
105
50
53
10
5
3
26
16
5
3
10
80
1
1
101
7
14
8
44
2
3
1
2
7
1
3
4
2
6
16
1
10
9
6
10
20
11
10
65
14
5
2
3
11
17
2
19
1
9
2
17
3
23
3
1
3
33
4
3
34
5
8
123
14
1
5
24
15
14
19
3
55
3
2
4
6
5
5
20
3
12
1
8
2
5
4
25
2
4
9
4
2
7
37
11
1
2
4
7
6
1
2
8
11
1
10
1
1
1
9
4
3
12
2
1
2
1
15
3
3
4
2
4
1
1
32
2
5
4
5
6
19
2
5
23
4
4
1
3
11
9
1
12
3
11
19
6
7
13
8
5
10
4
16
21
89
2
3
4
1
7
4
11
12
2
3
1
1
4
12
4
2
1
1
1
11
6
2
3
1
9
14
22
11
8
2
1
4
18
1
1
1
10
1
8
9
4
6
4
1
3
4
2
6
1
12
3
46
3
16
1
7
1
4
2
5
4
2
4
7
3
2
3
3
4
14
8
3
4
4
2
6
5
2
2
2
6
2
3
10
24
57
2
41
4
19
21
12
16
9
1
1
3
3
4
6
3
4
4
2
4
1
2
2
1
6
1
4
6
6
2
3
2
10
12
2
4
46
9
3
2
3
6
2
5
9
1
2
2
2
4
1
4
15
1
23
11
49
15
16
34
4
11
6
28
24
7
2
28
2
2
2
4
5
31
3
8
5
8
7
16
5
1
4
3
19
8
1
1
1
4
12
6
1
8
8
4
1
6
3
3
2
4
1
6
10
5
2
1
2
3
10
12
3
4
11
2
6
6
4
11
4
2
2
1
13
17
3
8
4
6
5
14
5
42
3
5
1
7
11
2
5
7
10
13
18
3
10
11
3
3
1
1
2
1
2
1
2
16
7
6
3
3
23
18
1
3
7
2
6
1
1
2
2
1
2
1
2
2
10
16
5
7
3
48
1
2
2
2
1
1
2
3
6
21
3
1
14
5
2
1
2
3
5
2
1
7
12
3
2
1
2
11
5
1
1
3
18
6
5
5
8
9
1
1
1
2
1
20
1
3
13
2
8
3
8
1
1
3
3
2
1
2
3
3
5
1
3
2
3
9
4
1
11
1
1
1
2
5
12
14
14
4
2
17
4
13
3
12
9
6
5
2
1
7
32
7
8
13
2
8
16
4
3
3
3
6
2
5
1
2
1
1
3
3
1
1
2
8
3
2
5
7
2
4
3
6
4
1
1
1
1
8
5
2
3
4
3
4
5
1
1
1
4
2
10
4
1
1
1
1
1
1
1
1
2
6
20
3
1
3
2
2
5
1
3
4
4
1
5
4
2
2
11
4
1
1
1
5
1
11
2
1
1
10
1
4
5
2
3
3
1
17
2
1
1
26
1
3
1
9
3
2
2
5
2
3
2
10
2
1
1
4
2
9
9
3
1
4
1
14
6
1
30
4
6
2
4
9
5
3
1
3
5
15
1
11
3
11
5
5
1
2
2
2
2
1
8
2
1
1
1
1
4
2
1
4
2
9
6
3
1
5
1
2
1
1
3
3
6
3
4
4
14
29
85
8
3
3
6
13
5
8
4
5
4
10
8
8
3
1
8
2
3
1
2
2
1
1
1
4
1
1
3
3
9
4
10
1
3
1
3
18
1
2
15
1
2
2
49
18
46
10
9
9
10
5
9
3
16
7
5
53
1
9
7
24
13
3
8
8
3
3
6
2
13
7
8
2
4
6
6
3
11
8
8
9
3
1
3
6
8
6
2
10
6
3
7
19
7
5
2
8
2
6
2
4
7
5
3
7
7
8
10
16
10
10
5
2
44
11
10
10
27
17
3
2
10
2
17
10
32
3
16
26
4
104
15
22
12
2
6
2
15
12
5
10
17
7
5
9
3
25
2
2
1
23
3
10
17
1
1
1
130
9
3
51
30
49
34
1
9
4
5
1
51
4
5
17
5
7
6
16
5
5
8
8
12
1
1
3
3
6
2
8
8
5
4
2
51
61
6
50
29
21
17
13
46
40
1
8
27
24
12
1
10
10
8
27
12
4
3
1
40
4
2
7
14
5
13
8
101
2
4
10
5
12
37
11
1
11
1
1
1
2
1
1
3
4
1
1
1
3
3
2
2
14
1
1
1
1
3
1
6
14
5
11
7
13
18
3
9
1
1
31
1
6
1
1
1
1
1
1
1
2
1
1
2
1
1
2
5
2
1
13
1
4
9
1
4
8
1
2
4
1
12
4
6
3
3
3
3
3
4
1
2
1
1
3
3
1
4
4
10
1
1
4
1
1
2
1
2
2
1
1
38
2
2
1
2
11
1
1
1
20
6
11
43
19
11
7
3
6
3
4
105
1
19
4
6
1
1
1
1
1
2
35
4
34
1
1
1
5
2
2
1
2
1
2
10
1
2
1
10
2
5
1
1
1
1
8
1
2
1
2
1
1
4
3
2
2
2
58
1
3
2
2
1
9
1
1
2
2
1
1
1
1
3
1
11
3
1
5
2
2
3
1
7
3
3
1
1
1
1
1
3
12
1
1
1
4
22
1
1
9
2
2
2
4
2
2
1
1
2
1
9
1
4
1
4
1
1
3
1
4
1
1
1
1
1
1
1
2
1
6
1
1
1
4
2
1
2
17
5
1
2
26
7
4
4
1
2
1
4
9
3
2
3
6
5
23
8
17
1
13
13
8
2
2
3
7
10
7
1
14
8
1
5
16
1
15
1
33
5
12
8
1
5
4
2
4
1
8
6
9
70
24
35
4
3
2
2
2
19
2
18
1
12
18
26
9
9
13
1
25
6
8
3
3
7
9
3
1
56
23
1
3
5
21
3
2
4
8
11
7
13
12
12
19
3
11
31
22
29
15
20
3
35
1
3
17
38
1
8
8
20
31
2
39
4
6
30
7
8
1
3
12
23
4
18
1
7
13
6
1
5
2
4
1
2
1
2
2
8
2
13
2
6
2
4
3
2
1
6
3
6
6
1
6
8
8
5
6
3
1
1
1
2
11
8
5
6
2
49
1
10
9
2
8
7
7
8
12
9
10
4
6
3
8
4
30
1
1
16
4
21
3
11
4
3
3
1
1
1
24
2
2
20
1
18
16
18
3
19
5
16
11
1
9
1
8
1
28
1
4
1
47
5
14
6
37
11
6
37
2
3
8
33
2
5
20
3
22
8
11
2
10
10
27
4
8
20
1
10
4
1
18
5
5
1
12
35
20
11
41
2
32
8
12
1
6
5
1
2
2
3
3
3
56
4
4
2
2
1
1
12
8
3
1
2
1
1
6
1
1
2
1
56
1
3
1
1
2
16
1
1
2
3
1
4
3
4
1
1
7
9
7
19
1
1
4
1
11
5
3
8
8
41
5
9
6
12
2
8
7
2
2
2
1
5
7
14
3
4
23
3
2
5
4
5
14
57
8
4
3
5
6
4
4
4
3
6
6
16
6
4
9
2
3
2
2
5
6
1
1
8
2
1
1
1
1
1
1
4
7
1
1
1
2
1
1
1
1
2
1
1
2
1
1
4
1
1
2
1
5
4
5
2
1
1
2
1
1
1
2
1
1
1
1
4
1
1
1
1
4
1
15
1
3
1
1
1
4
2
1
1
2
2
1
1
1
2
2
15
3
10
8
5
2
1
15
8
7
2
1
1
1
8
6
3
15
2
8
3
1
1
4
1
7
1
6
2
1
3
1
1
6
3
1
1
2
1
1
2
4
1
1
9
1
1
2
2
3
6
3
4
6
1
5
1
1
1
1
1
1
4
1
1
1
1
10
1
2
6
3
2
2
2
31
2
1
4
3
8
1
1
7
29
1
9
4
4
11
1
2
4
5
1
1
14
7
2
1
1
3
1
1
9
3
1
1
5
7
3
2
2
1
1
1
4
1
1
1
21
1
6
1
4
8
10
17
1
1
3
4
1
1
1
8
7
1
1
1
1
20
2
9
3
2
1
1
3
4
2
1
9
13
6
9
9
6
2
9
1
17
10
2
9
5
17
8
4
12
5
5
3
10
6
2
7
4
56
2
4
2
4
2
11
14
15
10
2
15
4
5
13
2
29
14
2
12
7
3
3
8
14
1
10
1
3
2
6
2
11
11
5
2
2
8
1
12
3
1
6
1
3
5
1
1
7
10
1
1
6
1
6
6
11
5
16
3
9
2
16
1
1
2
5
6
2
3
4
3
2
2
4
2
2
11
2
1
4
14
2
3
1
1
3
2
3
2
2
6
17
1
5
2
11
22
1
3
5
3
3
1
12
4
3
4
3
4
6
1
3
1
2
4
2
6
5
4
1
2
1
1
6
5
7
6
8
18
10
7
8
8
3
3
7
11
4
2
7
3
2
2
18
1
9
2
13
26
35
2
3
3
7
24
3
18
8
8
1
2
8
3
17
2
26
6
2
3
10
7
15
7
14
3
18
29
10
2
1
6
6
25
1
12
1
5
1
4
1
2
4
2
1
18
3
8
1
1
1
16
2
1
2
1
2
6
6
7
2
1
1
4
20
7
6
7
3
4
3
8
3
2
3
14
4
4
9
9
8
7
6
20
7
2
1
4
1
8
3
21
2
3
2
1
2
8
1
2
2
1
2
12
1
1
1
3
1
1
2
1
1
1
1
1
2
1
3
2
1
1
1
1
1
1
2
2
1
1
2
1
2
1
1
1
3
9
1
1
9
13
11
2
3
2
2
1
22
4
3
17
29
1
5
8
33
7
1
5
1
1
15
3
2
4
4
12
2
1
9
1
3
1
1
2
1
7
6
11
5
2
29
5
22
3
4
1
2
3
7
5
12
4
1
1
1
14
5
